date,code,name,price
2026-01-27,605377,华旺科技,8.74
2026-01-27,600578,京能电力,5.49
2026-01-27,000600,建投能源,8.84
2026-01-27,603221,爱丽家居,13.55
2026-01-27,600106,重庆路桥,6.57
2026-01-27,002674,兴业科技,14.57
2026-01-27,000039,中集集团,9.62
2026-01-27,002701,奥瑞金,5.96
2026-01-27,002014,永新股份,12.11
2026-01-27,000716,黑芝麻,6.48
2026-01-27,000589,贵州轮胎,5.14
2026-01-27,003003,天元股份,13.77
2026-01-27,600706,曲江文旅,11.25
2026-01-27,600029,南方航空,7.68
2026-01-27,002039,黔源电力,18.05
2026-01-27,605108,同庆楼,20.12
2026-01-27,600628,新世界,8.3
2026-01-27,600138,中青旅,10.13
2026-01-27,601555,东吴证券,9.37
2026-01-27,603027,千禾味业,10.15
2026-01-27,600884,杉杉股份,13.57
2026-01-27,002678,珠江钢琴,5.35
2026-01-27,600814,杭州解百,8.33
2026-01-27,600350,山东高速,9.84
2026-01-27,603766,隆鑫通用,15.51
2026-01-27,002041,登海种业,9.89
2026-01-27,603967,中创物流,13.05
2026-01-27,000543,皖能电力,8.47
2026-01-27,603587,地素时尚,13.33
2026-01-27,601111,中国国航,8.77
2026-01-27,001219,青岛食品,14.86
2026-01-27,000978,桂林旅游,7.28
2026-01-27,002012,凯恩股份,6.24
2026-01-27,603081,大丰实业,14.25
2026-01-27,002570,贝因美,6.24
2026-01-27,000586,汇源通信,13.92
2026-01-27,000419,通程控股,6.62
2026-01-27,600305,恒顺醋业,8.14
2026-01-27,002875,安奈儿,17.63
2026-01-27,002300,太阳电缆,9.79
2026-01-27,002299,圣农发展,16.61
2026-01-27,600641,万业企业,18.49
2026-01-27,601686,友发集团,6.41
2026-01-27,601857,中国石油,10.0
2026-01-27,600820,隧道股份,6.7
2026-01-27,603101,汇嘉时代,10.27
2026-01-27,600250,南京商旅,11.93
