date,code,name,price
2026-01-29,600150,中国船舶,33.84
2026-01-29,603075,热威股份,22.01
2026-01-29,600438,通威股份,21.38
2026-01-29,002971,和远气体,31.06
2026-01-29,002980,华盛昌,21.18
2026-01-29,001256,炜冈科技,21.35
2026-01-29,603351,威尔药业,26.73
2026-01-29,000632,三木集团,5.17
2026-01-29,603615,茶花股份,23.55
2026-01-29,600071,凤凰光学,21.06
2026-01-29,603919,金徽酒,20.43
2026-01-29,003020,立方制药,27.07
2026-01-29,002241,歌尔股份,28.73
2026-01-29,603004,鼎龙科技,23.79
2026-01-29,001308,康冠科技,20.83
2026-01-29,603619,中曼石油,22.23
2026-01-29,605287,德才股份,26.21
2026-01-29,001279,强邦新材,34.42
2026-01-29,001323,慕思股份,26.67
2026-01-29,002778,中晟高科,21.35
2026-01-29,002990,盛视科技,28.1
2026-01-29,601058,赛轮轮胎,16.39
2026-01-29,603100,川仪股份,22.94
2026-01-29,600764,中国海防,27.24
2026-01-29,601107,四川成渝,6.28
2026-01-29,601838,成都银行,15.9
2026-01-29,603895,天永智能,29.3
2026-01-29,001298,好上好,29.97
2026-01-29,001231,农心科技,22.26
2026-01-29,601595,上海电影,29.2
2026-01-29,600177,雅戈尔,7.39
2026-01-29,003008,开普检测,22.43
2026-01-29,605186,健麾信息,20.14
2026-01-29,603185,弘元绿能,31.3
2026-01-29,601990,南京证券,8.06
2026-01-29,603908,牧高笛,23.54
2026-01-29,003011,海象新材,22.4
2026-01-29,001373,翔腾新材,31.14
2026-01-29,688567,孚能科技,16.34
2026-01-29,001266,宏英智能,30.0
