date,code,name,price
2026-05-01,600419,天润乳业,9.62
2026-05-01,605066,天正电气,8.06
2026-05-01,000048,京基智农,14.74
2026-05-01,601238,广汽集团,7.03
2026-05-01,603598,引力传媒,20.8
2026-05-01,002394,联发股份,14.11
2026-05-01,603182,嘉华股份,15.05
2026-05-01,002347,泰尔股份,8.13
2026-05-01,000753,漳州发展,6.67
2026-05-01,600933,爱柯迪,16.97
2026-05-01,002575,群兴玩具,6.81
2026-05-01,600802,福建水泥,5.66
2026-05-01,002275,桂林三金,14.31
2026-05-01,600730,中国高科,8.97
2026-05-01,001318,阳光乳业,13.35
2026-05-01,002378,章源钨业,33.86
2026-05-01,600651,飞乐音响,6.89
2026-05-01,603569,长久物流,6.69
2026-05-01,600679,上海凤凰,11.23
2026-05-01,000590,启迪药业,11.16
