date,code,name,price
2026-03-28,000036,华联控股,5.21
2026-03-28,002038,双鹭药业,6.25
2026-03-28,002849,威星智能,16.46
2026-03-28,603777,来伊份,13.88
2026-03-28,600748,上实发展,5.37
2026-03-28,600802,福建水泥,6.27
2026-03-28,603626,科森科技,21.54
2026-03-28,603300,海南华铁,7.13
2026-03-28,000753,漳州发展,6.97
2026-03-28,603227,雪峰科技,9.41
2026-03-28,000993,闽东电力,15.7
2026-03-28,603703,盛洋科技,12.44
2026-03-28,600578,京能电力,5.73
2026-03-28,003042,中农联合,17.97
2026-03-28,002782,可立克,23.78
2026-03-28,002583,海能达,10.28
2026-03-28,001313,粤海饲料,7.56
