日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-13,603229,10.22,10.33,10.51,10.21,165892,172280704.0,2.94,1.08,0.11,2.0
2026-01-14,603229,10.3,10.16,10.45,10.03,189792,194794576.0,4.07,-1.65,-0.17,2.29
2026-01-15,603229,10.11,10.1,10.18,10.03,82152,82946624.0,1.48,-0.59,-0.06,0.99
2026-01-16,603229,10.08,10.02,10.15,9.96,75486,75742768.0,1.88,-0.79,-0.08,0.91
2026-01-19,603229,10.02,9.94,10.06,9.88,92501,92073904.0,1.8,-0.8,-0.08,1.11
2026-01-20,603229,9.9,9.84,9.98,9.8,79933,78928760.0,1.81,-1.01,-0.1,0.96
2026-01-21,603229,9.85,9.85,9.96,9.82,56884,56185212.0,1.42,0.1,0.01,0.69
2026-01-22,603229,9.91,9.87,9.92,9.81,49174,48439908.0,1.12,0.2,0.02,0.59
2026-01-23,603229,9.89,9.85,9.96,9.82,100100,98698384.0,1.42,-0.2,-0.02,1.21
2026-01-26,603229,9.86,10.01,10.03,9.71,166384,164754880.0,3.25,1.62,0.16,2.0
2026-01-27,603229,9.99,10.45,10.81,9.62,362924,369760544.0,11.89,4.4,0.44,4.37
2026-01-28,603229,10.55,10.24,10.76,10.21,243660,253650896.0,5.26,-2.01,-0.21,2.93
2026-01-29,603229,10.09,10.01,10.25,9.95,139951,141021760.0,2.93,-2.25,-0.23,1.69
2026-01-30,603229,10.0,9.87,10.2,9.77,115175,114321168.0,4.3,-1.4,-0.14,1.39
2026-02-02,603229,9.85,9.7,9.95,9.7,84961,83473384.0,2.53,-1.72,-0.17,1.02
2026-02-03,603229,9.79,9.77,9.83,9.67,69348,67562128.0,1.65,0.72,0.07,0.84
2026-02-04,603229,9.76,9.86,9.9,9.71,54163,53062124.0,1.94,0.92,0.09,0.65
2026-02-05,603229,9.85,9.82,9.95,9.8,53527,52797236.0,1.52,-0.41,-0.04,0.64
2026-02-06,603229,9.9,9.82,9.99,9.8,64350,63570468.0,1.93,0.0,0.0,0.78
2026-02-09,603229,9.88,9.85,9.91,9.82,44881,44241536.0,0.92,0.31,0.03,0.54
2026-02-10,603229,9.83,9.87,9.95,9.8,48492,47954368.0,1.52,0.2,0.02,0.58
2026-02-11,603229,9.89,9.87,9.93,9.85,38147,37698712.0,0.81,0.0,0.0,0.46
2026-02-12,603229,9.85,9.72,9.91,9.71,50225,49026752.0,2.03,-1.52,-0.15,0.6
2026-02-13,603229,9.72,9.6,9.78,9.6,43502,42118192.0,1.85,-1.23,-0.12,0.52
2026-02-24,603229,9.72,9.67,9.72,9.61,32994,31904224.0,1.15,0.73,0.07,0.4
2026-02-25,603229,9.65,9.74,9.77,9.65,39749,38717852.0,1.24,0.72,0.07,0.48
2026-02-26,603229,9.74,9.71,9.78,9.69,41494,40377616.0,0.92,-0.31,-0.03,0.5
2026-02-27,603229,9.7,9.72,9.74,9.67,34876,33805088.0,0.72,0.1,0.01,0.42
2026-03-02,603229,9.64,9.41,9.66,9.33,84536,79883512.0,3.4,-3.19,-0.31,1.02
2026-03-03,603229,9.42,9.27,9.49,9.2,76301,71153936.0,3.08,-1.49,-0.14,0.92
2026-03-04,603229,9.22,9.17,9.29,9.16,49553,45649560.0,1.4,-1.08,-0.1,0.6
2026-03-05,603229,9.38,9.22,9.38,9.2,37559,34782820.0,1.96,0.55,0.05,0.45
2026-03-06,603229,9.18,9.45,9.47,9.18,58221,54704976.0,3.15,2.49,0.23,0.7
2026-03-09,603229,9.4,9.31,9.4,9.26,53549,49875800.0,1.48,-1.48,-0.14,0.64
2026-03-10,603229,9.35,9.5,9.53,9.35,48504,45859720.0,1.93,2.04,0.19,0.58
2026-03-11,603229,9.54,9.45,9.54,9.44,33231,31453320.0,1.05,-0.53,-0.05,0.4
2026-03-12,603229,9.45,9.45,9.5,9.43,41564,39347688.0,0.74,0.0,0.0,0.5
2026-03-13,603229,9.41,9.46,9.57,9.4,44962,42713012.0,1.8,0.11,0.01,0.54
2026-03-16,603229,9.46,9.65,9.65,9.43,68426,65434320.0,2.33,2.01,0.19,0.82
2026-03-17,603229,9.67,9.59,9.71,9.56,58875,56746176.0,1.55,-0.62,-0.06,0.71
2026-03-18,603229,9.62,9.58,9.65,9.5,36830,35186944.0,1.56,-0.1,-0.01,0.44
2026-03-19,603229,9.52,9.37,9.57,9.32,55363,52108576.0,2.61,-2.19,-0.21,0.67
2026-03-20,603229,15.86,15.46,16.03,15.43,92914,145891904.0,3.82,-1.59,-0.25,1.59
2026-03-23,603229,9.21,8.72,9.3,8.63,87660,78027656.0,7.27,-5.32,-0.49,1.06
2026-03-24,603229,8.87,9.15,9.15,8.75,68861,61579452.0,4.59,4.93,0.43,0.83
2026-03-25,603229,9.14,9.2,9.25,9.1,42156,38767832.0,1.64,0.55,0.05,0.51
2026-03-26,603229,9.21,9.79,9.82,9.2,134900,128932232.0,6.74,6.41,0.59,1.62
2026-03-27,603229,9.54,10.03,10.27,9.52,210765,211055424.0,7.66,2.45,0.24,2.54
2026-03-30,603229,9.93,9.9,10.12,9.81,147075,145996720.0,3.09,-1.3,-0.13,1.77
2026-03-31,603229,9.9,10.12,10.33,9.86,173064,174699360.0,4.75,2.22,0.22,2.08
2026-04-01,603229,10.19,10.21,10.43,10.19,219583,225531504.0,2.37,0.89,0.09,2.64
2026-04-02,603229,10.21,10.18,10.32,10.14,147074,150201008.0,1.76,-0.29,-0.03,1.77
2026-04-03,603229,10.21,9.96,10.25,9.95,122168,122764048.0,2.95,-2.16,-0.22,1.47
2026-04-07,603229,9.9,10.06,10.18,9.8,112391,112515256.0,3.82,1.0,0.1,1.35
2026-04-08,603229,10.18,10.1,10.23,10.01,105383,106220728.0,2.19,0.4,0.04,1.27
2026-04-09,603229,10.1,10.05,10.33,10.01,110229,111858992.0,3.17,-0.5,-0.05,1.33
2026-04-10,603229,10.03,10.12,10.25,9.98,93870,95078152.0,2.69,0.7,0.07,1.13
2026-04-13,603229,10.11,10.19,10.3,9.98,92846,94450744.0,3.16,0.69,0.07,1.12
2026-04-14,603229,10.19,10.37,10.39,10.1,135612,139527440.0,2.85,1.77,0.18,1.63
2026-04-15,603229,10.5,10.25,10.59,10.14,159093,163371760.0,4.34,-1.16,-0.12,1.92
2026-04-16,603229,10.24,10.24,10.31,10.11,99706,101953576.0,1.95,-0.1,-0.01,1.2
2026-04-17,603229,10.17,10.07,10.25,10.05,86408,87349024.0,1.95,-1.66,-0.17,1.04
2026-04-20,603229,10.08,9.97,10.12,9.96,66918,66869800.0,1.59,-0.99,-0.1,0.81
2026-04-21,603229,10.0,9.87,10.06,9.84,61229,60673840.0,2.21,-1.0,-0.1,0.74
2026-04-22,603229,9.81,9.99,10.0,9.81,60067,59590904.0,1.93,1.22,0.12,0.72
